ID,price_doc
100292,100000
100293,100000
100294,100000
100295,100000
100296,100000
100297,100000
100298,100000
100299,100000
100300,100000
100301,100000
100302,100000
100303,100000
100304,100000
100305,100000
100306,100000
100307,100000
100308,100000
100309,100000
100310,100000
100311,100000
100312,100000
100313,100000
100314,100000
100315,100000
100316,100000
100317,100000
100318,100000
100319,100000
100320,100000
100321,100000
100322,100000
100323,100000
100324,100000
100325,100000
100326,100000
100327,100000
100328,100000
100329,100000
100330,100000
100331,100000
100332,100000
100333,100000
100334,100000
100335,100000
100336,100000
100337,100000
100338,100000
100339,100000
100340,100000
100341,100000
100342,100000
100343,100000
100344,100000
100345,100000
100346,100000
100347,100000
100348,100000
100349,100000
100350,100000
100351,100000
100352,100000
100353,100000
100354,100000
100355,100000
100356,100000
100357,100000
100358,100000
100359,100000
100360,100000
100361,100000
100362,100000
100363,100000
100364,100000
100365,100000
100366,100000
100367,100000
100368,100000
100369,100000
100370,100000
100371,100000
100372,100000
100373,100000
100374,100000
100375,100000
100376,100000
100377,100000
100378,100000
100379,100000
100380,100000
100381,100000
100382,100000
100383,100000
100384,100000
100385,100000
100386,100000
100387,100000
100388,100000
100389,100000
100390,100000
100391,100000
100392,100000
100393,100000
100394,100000
100395,100000
100396,100000
100397,100000
100398,100000
100399,100000
100400,100000
100401,100000
100402,100000
100403,100000
100404,100000
100405,100000
100406,100000
100407,100000
100408,100000
100409,100000
100410,100000
100411,100000
100412,100000
100413,100000
100414,100000
100415,100000
100416,100000
100417,100000
100418,100000
100419,100000
100420,100000
100421,100000
100422,100000
100423,100000
100424,100000
100425,100000
100426,100000
100427,100000
100428,100000
100429,100000
100430,100000
100431,100000
100432,100000
100433,100000
100434,100000
100435,100000
100436,100000
100437,100000
100438,100000
100439,100000
100440,100000
100441,100000
100442,100000
100443,100000
100444,100000
100445,100000
100446,100000
100447,100000
100448,100000
100449,100000
100450,100000
100451,100000
100452,100000
100453,100000
100454,100000
100455,100000
100456,100000
100457,100000
100458,100000
100459,100000
100460,100000
100461,100000
100462,100000
100463,100000
100464,100000
100465,100000
100466,100000
100467,100000
100468,100000
100469,100000
100470,100000
100471,100000
100472,100000
100473,100000
100474,100000
100475,100000
100476,100000
100477,100000
100478,100000
100479,100000
100480,100000
100481,100000
100482,100000
100483,100000
100484,100000
100485,100000
100486,100000
100487,100000
100488,100000
100489,100000
100490,100000
100491,100000
100492,100000
100493,100000
100494,100000
100495,100000
100496,100000
100497,100000
100498,100000
100499,100000
100500,100000
100501,100000
100502,100000
100503,100000
100504,100000
100505,100000
100506,100000
100507,100000
100508,100000
100509,100000
100510,100000
100511,100000
100512,100000
100513,100000
100514,100000
100515,100000
100516,100000
100517,100000
100518,100000
100519,100000
100520,100000
100521,100000
100522,100000
100523,100000
100524,100000
100525,100000
100526,100000
100527,100000
100528,100000
100529,100000
100530,100000
100531,100000
100532,100000
100533,100000
100534,100000
100535,100000
100536,100000
100537,100000
100538,100000
100539,100000
100540,100000
100541,100000
100542,100000
100543,100000
100544,100000
100545,100000
100546,100000
100547,100000
100548,100000
100549,100000
100550,100000
100551,100000
100552,100000
100553,100000
100554,100000
100555,100000
100556,100000
100557,100000
100558,100000
100559,100000
100560,100000
100561,100000
100562,100000
100563,100000
100564,100000
100565,100000
100566,100000
100567,100000
100568,100000
100569,100000
100570,100000
100571,100000
100572,100000
100573,100000
100574,100000
100575,100000
100576,100000
100577,100000
100578,100000
100579,100000
100580,100000
100581,100000
100582,100000
100583,100000
100584,100000
100585,100000
100586,100000
100587,100000
100588,100000
100589,100000
100590,100000
100591,100000
100592,100000
100593,100000
100594,100000
100595,100000
100596,100000
100597,100000
100598,100000
100599,100000
100600,100000
100601,100000
100602,100000
100603,100000
100604,100000
100605,100000
100606,100000
100607,100000
100608,100000
100609,100000
100610,100000
100611,100000
100612,100000
100613,100000
100614,100000
100615,100000
100616,100000
100617,100000
100618,100000
100619,100000
100620,100000
100621,100000
100622,100000
100623,100000
100624,100000
100625,100000
100626,100000
100627,100000
100628,100000
100629,100000
100630,100000
100631,100000
100632,100000
100633,100000
100634,100000
100635,100000
100636,100000
100637,100000
100638,100000
100639,100000
100640,100000
100641,100000
100642,100000
100643,100000
100644,100000
100645,100000
100646,100000
100647,100000
100648,100000
100649,100000
100650,100000
100651,100000
100652,100000
100653,100000
100654,100000
100655,100000
100656,100000
100657,100000
100658,100000
100659,100000
100660,100000
100661,100000
100662,100000
100663,100000
100664,100000
100665,100000
100666,100000
100667,100000
100668,100000
100669,100000
100670,100000
100671,100000
100672,100000
100673,100000
100674,100000
100675,100000
100676,100000
100677,100000
100678,100000
100679,100000
100680,100000
100681,100000
100682,100000
100683,100000
100684,100000
100685,100000
100686,100000
100687,100000
100688,100000
100689,100000
100690,100000
100691,100000
100692,100000
100693,100000
100694,100000
100695,100000
100696,100000
100697,100000
100698,100000
100699,100000
100700,100000
100701,100000
100702,100000
100703,100000
100704,100000
100705,100000
100706,100000
100707,100000
100708,100000
100709,100000
100710,100000
100711,100000
100712,100000
100713,100000
100714,100000
100715,100000
100716,100000
100717,100000
100718,100000
100719,100000
100720,100000
100721,100000
100722,100000
100723,100000
100724,100000
100725,100000
100726,100000
100727,100000
100728,100000
100729,100000
100730,100000
100731,100000
100732,100000
100733,100000
100734,100000
100735,100000
100736,100000
100737,100000
100738,100000
100739,100000
100740,100000
100741,100000
100742,100000
100743,100000
100744,100000
100745,100000
100746,100000
100747,100000
100748,100000
100749,100000
100750,100000
100751,100000
100752,100000
100753,100000
100754,100000
100755,100000
100756,100000
100757,100000
100758,100000
100759,100000
100760,100000
100761,100000
100762,100000
100763,100000
100764,100000
100765,100000
100766,100000
100767,100000
100768,100000
100769,100000
100770,100000
100771,100000
100772,100000
100773,100000
100774,100000
100775,100000
100776,100000
100777,100000
100778,100000
100779,100000
100780,100000
100781,100000
100782,100000
100783,100000
100784,100000
100785,100000
100786,100000
100787,100000
100788,100000
100789,100000
100790,100000
100791,100000
100792,100000
100793,100000
100794,100000
100795,100000
100796,100000
100797,100000
100798,100000
100799,100000
100800,100000
100801,100000
100802,100000
100803,100000
100804,100000
100805,100000
100806,100000
100807,100000
100808,100000
100809,100000
100810,100000
100811,100000
100812,100000
100813,100000
100814,100000
100815,100000
100816,100000
100817,100000
100818,100000
100819,100000
100820,100000
100821,100000
100822,100000
100823,100000
100824,100000
100825,100000
100826,100000
100827,100000
100828,100000
100829,100000
100830,100000
100831,100000
100832,100000
100833,100000
100834,100000
100835,100000
100836,100000
100837,100000
100838,100000
100839,100000
100840,100000
100841,100000
100842,100000
100843,100000
100844,100000
100845,100000
100846,100000
100847,100000
100848,100000
100849,100000
100850,100000
100851,100000
100852,100000
100853,100000
100854,100000
100855,100000
100856,100000
100857,100000
100858,100000
100859,100000
100860,100000
100861,100000
100862,100000
100863,100000
100864,100000
100865,100000
100866,100000
100867,100000
100868,100000
100869,100000
100870,100000
100871,100000
100872,100000
100873,100000
100874,100000
100875,100000
100876,100000
100877,100000
100878,100000
100879,100000
100880,100000
100881,100000
100882,100000
100883,100000
100884,100000
100885,100000
100886,100000
100887,100000
100888,100000
100889,100000
100890,100000
100891,100000
100892,100000
100893,100000
100894,100000
100895,100000
100896,100000
100897,100000
100898,100000
100899,100000
100900,100000
100901,100000
100902,100000
100903,100000
100904,100000
100905,100000
100906,100000
100907,100000
100908,100000
100909,100000
100910,100000
100911,100000
100912,100000
100913,100000
100914,100000
100915,100000
100916,100000
100917,100000
100918,100000
100919,100000
100920,100000
100921,100000
100922,100000
100923,100000
100924,100000
100925,100000
100926,100000
100927,100000
100928,100000
100929,100000
100930,100000
100931,100000
100932,100000
100933,100000
100934,100000
100935,100000
100936,100000
100937,100000
100938,100000
100939,100000
100940,100000
100941,100000
100942,100000
100943,100000
100944,100000
100945,100000
100946,100000
100947,100000
100948,100000
100949,100000
100950,100000
100951,100000
100952,100000
100953,100000
100954,100000
100955,100000
100956,100000
100957,100000
100958,100000
100959,100000
100960,100000
100961,100000
100962,100000
100963,100000
100964,100000
100965,100000
100966,100000
100967,100000
100968,100000
100969,100000
100970,100000
100971,100000
100972,100000
100973,100000
100974,100000
100975,100000
100976,100000
100977,100000
100978,100000
100979,100000
100980,100000
100981,100000
100982,100000
100983,100000
100984,100000
100985,100000
100986,100000
100987,100000
100988,100000
100989,100000
100990,100000
100991,100000
100992,100000
100993,100000
100994,100000
100995,100000
100996,100000
100997,100000
100998,100000
100999,100000
101000,100000
101001,100000
101002,100000
101003,100000
101004,100000
101005,100000
101006,100000
101007,100000
101008,100000
101009,100000
101010,100000
101011,100000
101012,100000
101013,100000
101014,100000
101015,100000
101016,100000
101017,100000
101018,100000
101019,100000
101020,100000
101021,100000
101022,100000
101023,100000
101024,100000
101025,100000
101026,100000
101027,100000
101028,100000
101029,100000
101030,100000
101031,100000
101032,100000
101033,100000
101034,100000
101035,100000
101036,100000
101037,100000
101038,100000
101039,100000
101040,100000
101041,100000
101042,100000
101043,100000
101044,100000
101045,100000
101046,100000
101047,100000
101048,100000
101049,100000
101050,100000
101051,100000
101052,100000
101053,100000
101054,100000
101055,100000
101056,100000
101057,100000
101058,100000
101059,100000
101060,100000
101061,100000
101062,100000
101063,100000
101064,100000
101065,100000
101066,100000
101067,100000
101068,100000
101069,100000
101070,100000
101071,100000
101072,100000
101073,100000
101074,100000
101075,100000
101076,100000
101077,100000
101078,100000
101079,100000
101080,100000
101081,100000
101082,100000
101083,100000
101084,100000
101085,100000
101086,100000
101087,100000
101088,100000
101089,100000
101090,100000
101091,100000
101092,100000
101093,100000
101094,100000
101095,100000
101096,100000
101097,100000
101098,100000
101099,100000
101100,100000
101101,100000
101102,100000
101103,100000
101104,100000
101105,100000
101106,100000
101107,100000
101108,100000
101109,100000
101110,100000
101111,100000
101112,100000
101113,100000
101114,100000
101115,100000
101116,100000
101117,100000
101118,100000
101119,100000
101120,100000
101121,100000
101122,100000
101123,100000
101124,100000
101125,100000
101126,100000
101127,100000
101128,100000
101129,100000
101130,100000
101131,100000
101132,100000
101133,100000
101134,100000
101135,100000
101136,100000
101137,100000
101138,100000
101139,100000
101140,100000
101141,100000
101142,100000
101143,100000
101144,100000
101145,100000
101146,100000
101147,100000
101148,100000
101149,100000
101150,100000
101151,100000
101152,100000
101153,100000
101154,100000
101155,100000
101156,100000
101157,100000
101158,100000
101159,100000
101160,100000
101161,100000
101162,100000
101163,100000
101164,100000
101165,100000
101166,100000
101167,100000
101168,100000
101169,100000
101170,100000
101171,100000
101172,100000
101173,100000
101174,100000
101175,100000
101176,100000
101177,100000
101178,100000
101179,100000
101180,100000
101181,100000
101182,100000
101183,100000
101184,100000
101185,100000
101186,100000
101187,100000
101188,100000
101189,100000
101190,100000
101191,100000
101192,100000
101193,100000
101194,100000
101195,100000
101196,100000
101197,100000
101198,100000
101199,100000
101200,100000
101201,100000
101202,100000
101203,100000
101204,100000
101205,100000
101206,100000
101207,100000
101208,100000
101209,100000
101210,100000
101211,100000
101212,100000
101213,100000
101214,100000
101215,100000
101216,100000
101217,100000
101218,100000
101219,100000
101220,100000
101221,100000
101222,100000
101223,100000
101224,100000
101225,100000
101226,100000
101227,100000
101228,100000
101229,100000
101230,100000
101231,100000
101232,100000
101233,100000
101234,100000
101235,100000
101236,100000
101237,100000
101238,100000
101239,100000
101240,100000
101241,100000
101242,100000
101243,100000
101244,100000
101245,100000
101246,100000
101247,100000
101248,100000
101249,100000
101250,100000
101251,100000
101252,100000
101253,100000
101254,100000
101255,100000
101256,100000
101257,100000
101258,100000
101259,100000
101260,100000
101261,100000
101262,100000
101263,100000
101264,100000
101265,100000
101266,100000
101267,100000
101268,100000
101269,100000
101270,100000
101271,100000
101272,100000
101273,100000
101274,100000
101275,100000
101276,100000
101277,100000
101278,100000
101279,100000
101280,100000
101281,100000
101282,100000
101283,100000
101284,100000
101285,100000
101286,100000
101287,100000
101288,100000
101289,100000
101290,100000
101291,100000
101292,100000
101293,100000
101294,100000
101295,100000
101296,100000
101297,100000
101298,100000
101299,100000
101300,100000
101301,100000
101302,100000
101303,100000
101304,100000
101305,100000
101306,100000
101307,100000
101308,100000
101309,100000
101310,100000
101311,100000
101312,100000
101313,100000
101314,100000
101315,100000
101316,100000
101317,100000
101318,100000
101319,100000
101320,100000
101321,100000
101322,100000
101323,100000
101324,100000
101325,100000
101326,100000
101327,100000
101328,100000
101329,100000
101330,100000
101331,100000
101332,100000
101333,100000
101334,100000
101335,100000
101336,100000
101337,100000
101338,100000
101339,100000
101340,100000
101341,100000
101342,100000
101343,100000
101344,100000
101345,100000
101346,100000
101347,100000
101348,100000
101349,100000
101350,100000
101351,100000
101352,100000
101353,100000
101354,100000
101355,100000
101356,100000
101357,100000
101358,100000
101359,100000
101360,100000
101361,100000
101362,100000
101363,100000
101364,100000
101365,100000
101366,100000
101367,100000
101368,100000
101369,100000
101370,100000
101371,100000
101372,100000
101373,100000
101374,100000
101375,100000
101376,100000
101377,100000
101378,100000
101379,100000
101380,100000
101381,100000
101382,100000
101383,100000
101384,100000
101385,100000
101386,100000
101387,100000
101388,100000
101389,100000
101390,100000
101391,100000
101392,100000
101393,100000
101394,100000
101395,100000
101396,100000
101397,100000
101398,100000
101399,100000
101400,100000
101401,100000
101402,100000
101403,100000
101404,100000
101405,100000
101406,100000
101407,100000
101408,100000
101409,100000
101410,100000
101411,100000
101412,100000
101413,100000
101414,100000
101415,100000
101416,100000
101417,100000
101418,100000
101419,100000
101420,100000
101421,100000
101422,100000
101423,100000
101424,100000
101425,100000
101426,100000
101427,100000
101428,100000
101429,100000
101430,100000
101431,100000
101432,100000
101433,100000
101434,100000
101435,100000
101436,100000
101437,100000
101438,100000
101439,100000
101440,100000
101441,100000
101442,100000
101443,100000
101444,100000
101445,100000
101446,100000
101447,100000
101448,100000
101449,100000
101450,100000
101451,100000
101452,100000
101453,100000
101454,100000
101455,100000
101456,100000
101457,100000
101458,100000
101459,100000
101460,100000
101461,100000
101462,100000
101463,100000
101464,100000
101465,100000
101466,100000
101467,100000
101468,100000
101469,100000
101470,100000
101471,100000
101472,100000
101473,100000
101474,100000
101475,100000
101476,100000
101477,100000
101478,100000
101479,100000
101480,100000
101481,100000
101482,100000
101483,100000
101484,100000
101485,100000
101486,100000
101487,100000
101488,100000
101489,100000
101490,100000
101491,100000
101492,100000
101493,100000
101494,100000
101495,100000
101496,100000
101497,100000
101498,100000
101499,100000
101500,100000
101501,100000
101502,100000
101503,100000
101504,100000
101505,100000
101506,100000
101507,100000
101508,100000
101509,100000
101510,100000
101511,100000
101512,100000
101513,100000
101514,100000
101515,100000
101516,100000
101517,100000
101518,100000
101519,100000
101520,100000
101521,100000
101522,100000
101523,100000
101524,100000
101525,100000
101526,100000
101527,100000
101528,100000
101529,100000
101530,100000
101531,100000
101532,100000
101533,100000
101534,100000
101535,100000
101536,100000
101537,100000
101538,100000
101539,100000
101540,100000
101541,100000
101542,100000
101543,100000
101544,100000
101545,100000
101546,100000
101547,100000
101548,100000
101549,100000
101550,100000
101551,100000
101552,100000
101553,100000
101554,100000
101555,100000
101556,100000
101557,100000
101558,100000
101559,100000
101560,100000
101561,100000
101562,100000
101563,100000
101564,100000
101565,100000
101566,100000
101567,100000
101568,100000
101569,100000
101570,100000
101571,100000
101572,100000
101573,100000
101574,100000
101575,100000
101576,100000
101577,100000
101578,100000
101579,100000
101580,100000
101581,100000
101582,100000
101583,100000
101584,100000
101585,100000
101586,100000
101587,100000
101588,100000
101589,100000
101590,100000
101591,100000
101592,100000
101593,100000
101594,100000
101595,100000
101596,100000
101597,100000
101598,100000
101599,100000
101600,100000
101601,100000
101602,100000
101603,100000
101604,100000
101605,100000
101606,100000
101607,100000
101608,100000
101609,100000
101610,100000
101611,100000
101612,100000
101613,100000
101614,100000
101615,100000
101616,100000
101617,100000
101618,100000
101619,100000
101620,100000
101621,100000
101622,100000
101623,100000
101624,100000
101625,100000
101626,100000
101627,100000
101628,100000
101629,100000
101630,100000
101631,100000
101632,100000
101633,100000
101634,100000
101635,100000
101636,100000
101637,100000
101638,100000
101639,100000
101640,100000
101641,100000
101642,100000
101643,100000
101644,100000
101645,100000
101646,100000
101647,100000
101648,100000
101649,100000
101650,100000
101651,100000
101652,100000
101653,100000
101654,100000
101655,100000
101656,100000
101657,100000
101658,100000
101659,100000
101660,100000
101661,100000
101662,100000
101663,100000
101664,100000
101665,100000
101666,100000
101667,100000
101668,100000
101669,100000
101670,100000
101671,100000
101672,100000
101673,100000
101674,100000
101675,100000
101676,100000
101677,100000
101678,100000
101679,100000
101680,100000
101681,100000
101682,100000
101683,100000
101684,100000
101685,100000
101686,100000
101687,100000
101688,100000
101689,100000
101690,100000
101691,100000
101692,100000
101693,100000
101694,100000
101695,100000
101696,100000
101697,100000
101698,100000
101699,100000
101700,100000
101701,100000
101702,100000
101703,100000
101704,100000
101705,100000
101706,100000
101707,100000
101708,100000
101709,100000
101710,100000
101711,100000
101712,100000
101713,100000
101714,100000
101715,100000
101716,100000
101717,100000
101718,100000
101719,100000
101720,100000
101721,100000
101722,100000
101723,100000
101724,100000
101725,100000
101726,100000
101727,100000
101728,100000
101729,100000
101730,100000
101731,100000
101732,100000
101733,100000
101734,100000
101735,100000
101736,100000
101737,100000
101738,100000
101739,100000
101740,100000
101741,100000
101742,100000
101743,100000
101744,100000
101745,100000
101746,100000
101747,100000
101748,100000
101749,100000
101750,100000
101751,100000
101752,100000
101753,100000
101754,100000
101755,100000
101756,100000
101757,100000
101758,100000
101759,100000
101760,100000
101761,100000
101762,100000
101763,100000
101764,100000
101765,100000
101766,100000
101767,100000
101768,100000
101769,100000
101770,100000
101771,100000
101772,100000
101773,100000
101774,100000
101775,100000
101776,100000
101777,100000
101778,100000
101779,100000
101780,100000
101781,100000
101782,100000
101783,100000
101784,100000
101785,100000
101786,100000
101787,100000
101788,100000
101789,100000
101790,100000
101791,100000
101792,100000
101793,100000
101794,100000
101795,100000
101796,100000
101797,100000
101798,100000
101799,100000
101800,100000
101801,100000
101802,100000
101803,100000
101804,100000
101805,100000
101806,100000
101807,100000
101808,100000
101809,100000
101810,100000
101811,100000
101812,100000
101813,100000
101814,100000
101815,100000
101816,100000
101817,100000
101818,100000
101819,100000
101820,100000
101821,100000
101822,100000
101823,100000
101824,100000
101825,100000
101826,100000
101827,100000
101828,100000
101829,100000
101830,100000
101831,100000
101832,100000
101833,100000
101834,100000
101835,100000
101836,100000
101837,100000
101838,100000
101839,100000
101840,100000
101841,100000
101842,100000
101843,100000
101844,100000
101845,100000
101846,100000
101847,100000
101848,100000
101849,100000
101850,100000
101851,100000
101852,100000
101853,100000
101854,100000
101855,100000
101856,100000
101857,100000
101858,100000
101859,100000
101860,100000
101861,100000
101862,100000
101863,100000
101864,100000
101865,100000
101866,100000
101867,100000
101868,100000
101869,100000
101870,100000
101871,100000
101872,100000
101873,100000
101874,100000
101875,100000
101876,100000
101877,100000
101878,100000
101879,100000
101880,100000
101881,100000
101882,100000
101883,100000
101884,100000
101885,100000
101886,100000
101887,100000
101888,100000
101889,100000
101890,100000
101891,100000
101892,100000
101893,100000
101894,100000
101895,100000
101896,100000
101897,100000
101898,100000
101899,100000
101900,100000
101901,100000
101902,100000
101903,100000
101904,100000
101905,100000
101906,100000
101907,100000
101908,100000
101909,100000
101910,100000
101911,100000
101912,100000
101913,100000
101914,100000
101915,100000
101916,100000
101917,100000
101918,100000
101919,100000
101920,100000
101921,100000
101922,100000
101923,100000
101924,100000
101925,100000
101926,100000
101927,100000
101928,100000
101929,100000
101930,100000
101931,100000
101932,100000
101933,100000
101934,100000
101935,100000
101936,100000
101937,100000
101938,100000
101939,100000
101940,100000
101941,100000
101942,100000
101943,100000
101944,100000
101945,100000
101946,100000
101947,100000
101948,100000
101949,100000
101950,100000
101951,100000
101952,100000
101953,100000
101954,100000
101955,100000
101956,100000
101957,100000
101958,100000
101959,100000
101960,100000
101961,100000
101962,100000
101963,100000
101964,100000
101965,100000
101966,100000
101967,100000
101968,100000
101969,100000
101970,100000
101971,100000
101972,100000
101973,100000
101974,100000
101975,100000
101976,100000
101977,100000
101978,100000
101979,100000
101980,100000
101981,100000
101982,100000
101983,100000
101984,100000
101985,100000
101986,100000
101987,100000
101988,100000
101989,100000
101990,100000
101991,100000
101992,100000
101993,100000
101994,100000
101995,100000
101996,100000
101997,100000
101998,100000
101999,100000
102000,100000
102001,100000
102002,100000
102003,100000
102004,100000
102005,100000
102006,100000
102007,100000
102008,100000
102009,100000
102010,100000
102011,100000
102012,100000
102013,100000
102014,100000
102015,100000
102016,100000
102017,100000
102018,100000
102019,100000
102020,100000
102021,100000
102022,100000
102023,100000
102024,100000
102025,100000
102026,100000
102027,100000
102028,100000
102029,100000
102030,100000
102031,100000
102032,100000
102033,100000
102034,100000
102035,100000
102036,100000
102037,100000
102038,100000
102039,100000
102040,100000
102041,100000
102042,100000
102043,100000
102044,100000
102045,100000
102046,100000
102047,100000
102048,100000
102049,100000
102050,100000
102051,100000
102052,100000
102053,100000
102054,100000
102055,100000
102056,100000
102057,100000
102058,100000
102059,100000
102060,100000
102061,100000
102062,100000
102063,100000
102064,100000
102065,100000
102066,100000
102067,100000
102068,100000
102069,100000
102070,100000
102071,100000
102072,100000
102073,100000
102074,100000
102075,100000
102076,100000
102077,100000
102078,100000
102079,100000
102080,100000
102081,100000
102082,100000
102083,100000
102084,100000
102085,100000
102086,100000
102087,100000
102088,100000
102089,100000
102090,100000
102091,100000
102092,100000
102093,100000
102094,100000
102095,100000
102096,100000
102097,100000
102098,100000
102099,100000
102100,100000
102101,100000
102102,100000
102103,100000
102104,100000
102105,100000
102106,100000
102107,100000
102108,100000
102109,100000
102110,100000
102111,100000
102112,100000
102113,100000
102114,100000
102115,100000
102116,100000
102117,100000
102118,100000
102119,100000
102120,100000
102121,100000
102122,100000
102123,100000
102124,100000
102125,100000
102126,100000
102127,100000
102128,100000
102129,100000
102130,100000
102131,100000
102132,100000
102133,100000
102134,100000
102135,100000
102136,100000
102137,100000
102138,100000
102139,100000
102140,100000
102141,100000
102142,100000
102143,100000
102144,100000
102145,100000
102146,100000
102147,100000
102148,100000
102149,100000
102150,100000
102151,100000
102152,100000
102153,100000
102154,100000
102155,100000
102156,100000
102157,100000
102158,100000
102159,100000
102160,100000
102161,100000
102162,100000
102163,100000
102164,100000
102165,100000
102166,100000
102167,100000
102168,100000
102169,100000
102170,100000
102171,100000
102172,100000
102173,100000
102174,100000
102175,100000
102176,100000
102177,100000
102178,100000
102179,100000
102180,100000
102181,100000
102182,100000
102183,100000
102184,100000
102185,100000
102186,100000
102187,100000
102188,100000
102189,100000
102190,100000
102191,100000
102192,100000
102193,100000
102194,100000
102195,100000
102196,100000
102197,100000
102198,100000
102199,100000
102200,100000
102201,100000
102202,100000
102203,100000
102204,100000
102205,100000
102206,100000
102207,100000
102208,100000
102209,100000
102210,100000
102211,100000
102212,100000
102213,100000
102214,100000
102215,100000
102216,100000
102217,100000
102218,100000
102219,100000
102220,100000
102221,100000
102222,100000
102223,100000
102224,100000
102225,100000
102226,100000
102227,100000
102228,100000
102229,100000
102230,100000
102231,100000
102232,100000
102233,100000
102234,100000
102235,100000
102236,100000
102237,100000
102238,100000
102239,100000
102240,100000
102241,100000
102242,100000
102243,100000
102244,100000
102245,100000
102246,100000
102247,100000
102248,100000
102249,100000
102250,100000
102251,100000
102252,100000
102253,100000
102254,100000
102255,100000
102256,100000
102257,100000
102258,100000
102259,100000
102260,100000
102261,100000
102262,100000
102263,100000
102264,100000
102265,100000
102266,100000
102267,100000
102268,100000
102269,100000
102270,100000
102271,100000
102272,100000
102273,100000
102274,100000
102275,100000
102276,100000
102277,100000
102278,100000
102279,100000
102280,100000
102281,100000
102282,100000
102283,100000
102284,100000
102285,100000
102286,100000
102287,100000
102288,100000
102289,100000
102290,100000
102291,100000
102292,100000
102293,100000
102294,100000
102295,100000
102296,100000
102297,100000
102298,100000
102299,100000
102300,100000
102301,100000
102302,100000
102303,100000
102304,100000
102305,100000
102306,100000
102307,100000
102308,100000
102309,100000
102310,100000
102311,100000
102312,100000
102313,100000
102314,100000
102315,100000
102316,100000
102317,100000
102318,100000
102319,100000
102320,100000
102321,100000
102322,100000
102323,100000
102324,100000
102325,100000
102326,100000
102327,100000
102328,100000
102329,100000
102330,100000
